,SMILES,clogp,qed,sas
3923,C(C(O)=O)C(=O)OC(C4O)C(OC(C4OC(O5)C(O)C(C(C5C(O)=O)O)O)Oc(c2)c([o+1]c(c3)c(c(cc3O)O)2)c(c1)cc(O)c(c1)O)CO,-1.6759,0.048409626,5.22936538
3924,c(c(O)5)(cc(cc5)c(c(OC(O4)C(O)C(C(C4COC(CCC(O)=O)=O)O)O)1)[o+1]c(c3)c(c(cc3O)OC(O2)C(C(O)C(O)C2CO)O)c1)O,-1.7292,0.059786537,5.09139004
3925,c(c12)(OC(O5)C(C(O)C(O)C5CO)O)cc(O)cc([o+1]c(c(c4)ccc(O)c4OC)c(OC(O3)C(O)C(C(O)C3COC(CC(O)=O)=O)O)c2)1,-1.8163,0.05948686,5.094933443
3926,OC(C1O)C(O)C(COC(C)=O)OC(Oc(c5)c(c2)c(cc(O)5)[o+1]c(c(c4)cc(O)c(c4O)O)c2OC(C(O)3)OC(C(O)C(O)3)COC(C)=O)1,-1.2977,0.070063757,5.173413684
3927,OC(C6O)C(O)C(OC(C)6)OCC(O2)C(C(C(C2Oc(c4)c([o+1]c(c5)c4c(cc5O)O)c(c3)ccc(O)c3)OC(C(O)1)OCC(O)C(O)1)O)O,-2.0085,0.112575551,5.417267886
3928,C(=O)(C=3OC(O5)C(O)C(C(O)C5COC(CC(O)=O)=O)O)c(c2OC3c(c4)ccc(c4O)O)c(O)cc(c2)OC(O1)C(O)C(O)C(O)C1CO,-3.0402,0.056506168,4.96995667
3929,OC(C1OC(O5)C(C(O)C(O)C(COC(C)=O)5)O)C(CO)OC(OC(C(=O)3)=C(c(c4)cc(OC)c(O)c4OC)Oc(c23)cc(cc(O)2)O)C1O,-1.8323,0.104432293,4.925067643
3930,O(C(=C5c(c6)ccc(c6)O)C(c(c(O5)4)c(O)cc(c4)O)=O)C(O1)C(C(C(OC(C(OC(O3)C(C(O)C(O)C3)O)2)OC(C(O)2)CO)C1CO)O)O,-3.3179,0.103404223,5.17807533
3931,C(c34)(C(=C(c(c5)cc(OC)c(O)c5OC)Oc3cc(O)cc(O)4)O[C@@H](O1)[C@@H]([C@H](O)[C@H](O)C1CO[C@H](O2)C(C(O)[C@@H](O)[C@H]2COC(C)=O)O)O)=O,-1.8323,0.104432293,4.921625448
3932,OC(C(O)1)C(O)C(Oc(c2)ccc(C(=O)6)c2OC(C6)c(c5)ccc(c5)OC(O4)C(C(C(O)C(CO)4)O)OC(O3)C(C(C3)(O)CO)O)OC1CO,-3.7846,0.113085396,5.256150433
3933,OC(C(Oc(c5)cc(c(c5)C(=O)C=Cc(c2)ccc(OC(O3)C(OC(O4)C(O)C(C4)(O)CO)C(O)C(C3CO)O)c2)O)1)C(C(C(CO)O1)O)O,-3.8894,0.074060497,5.153551584
3934,c(c2)([o+1]3)c(cc(OC(O5)C(C(C(C5CO)O)O)O)c3c(c4)cc(O)c(c4O)O)c(cc2O)OC(O1)C(O)C(C(O)C1COC(CC(O)=O)=O)O,-2.4137,0.045012721,5.21401753
3935,Oc(c1)cc(OC(C5O)OC(C(O)C5O)CO)c(c2)c([o+1]c(c(c4)cc(O)c(c4O)O)c2OC(O3)C(O)C(C(C3COC(CC(O)=O)=O)O)O)1,-2.4137,0.045012721,5.21401753
3936,O=C(OC(C(OC(=C(c(c6)cc(O)c(c6)O)5)C(c(c4O5)c(O)cc(O)c4)=O)3)C(C(C(C)O3)OC(=O)C=Cc(c2)ccc(c2)O)O)c(c1)ccc(O)c1,4.0289,0.06816978,4.478831274
3937,C(C(O)1)(C(O)C(OC(C2OC(=C4c(c5)ccc(OC)c5)C(=O)c(c(O)3)c(O4)c(CC=C(C)C)c(c3)O)C(OC(C)=O)C(O)C(C)O2)OC(CO)1)O,0.9898,0.114143379,5.022661675
3938,O(C(C4O)OC(C)C(C(OC(O5)C(O)C(C(C5CO)O)O)4)OC(C)=O)C(=C2c(c3)ccc(OC)c3)C(=O)c(c1O)c(O2)c(c(c1)O)CC=C(C)C,0.9898,0.114143379,5.012627696
3939,c(c1)ccc(CCC(c(c6O)c(cc(c6)OC(C5O)OC(C(C5O)4)COC(=O)c(c2c(c3C(=O)O4)c(O)c(c(O)c3)O)cc(O)c(O)c2O)O)=O)c1,2.0354,0.077356882,5.145273226
3940,c(c12)(OC(c(c5)ccc(O)c5O)=C(OC(C3O)OC(COC(O4)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C4)C(C3O)O)C2=O)cc(cc1O)O,-0.3632,0.084259755,4.984344852
3941,O(C(COC(C)=O)1)C(OCC(C(O)2)OC(OC(=C4c(c5)ccc(O)c5O)C(c(c(O4)3)c(O)cc(c3)O)=O)C(O)C2O)C(C(OC(C)=O)1)OC(C)=O,-0.3632,0.079834496,4.920011039
3942,c(c12)(OC(c(c5)ccc(O)c5O)=C(OC(C3O)OC(COC(O4)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C4)C(C3O)O)C2=O)cc(cc1O)O,-0.3632,0.084259755,4.984344852
3943,Oc(c5)ccc(c5)C(=C4)Oc(c(C4=O)2)c(c(c(C(C(O)3)OC(C)C(O)C3O)c2O)O)C(C1O)OC(COC(CC(C)(O)CC(O)=O)=O)C(C1O)O,-1.1991,0.115564847,5.241794169
3944,O(C75)c(c(C(=O)C(c(c(OC7)6)cc(c(OC)c6)OC)5)1)c(C2)c(OC(C(C)(CO)OC(C(O)3)OC(COC(O4)C(O)C(O)C(O)C4)C(C3O)O)2)cc1,-1.842,0.150404571,5.552347311
3945,C(=O)(OCC(C5O)OC(C(C5O)O)Oc(c(c(c4)ccc(c4)O)3)cc(c2[o+1]3)c(cc(c2)O)OC(C1O)OC(COC(C)=O)C(C1O)O)CC(O)=O,-1.2541,0.063376991,5.111785361
3946,Oc(c6)ccc(c6)C(O4)=C(C(c(c5O)c(cc(c5)O)4)=O)OC(O2)C(O)C(OC(=O)C=Cc(c3)ccc(c3)O)C(C(C)2)OC(C=Cc(c1)ccc(c1)O)=O,4.7229,0.089442458,4.502076079
3947,C(c(c6)ccc(c6)O)=CC(OC(C1OC(C(=O)3)=C(c(c5)ccc(O)c5)Oc(c4)c3c(cc(O)4)O)C(OC(=O)C=Cc(c2)ccc(O)c2)C(C(O1)C)O)=O,4.7229,0.089442458,4.502498898
3948,c(c6)(ccc(c6)O)C=CC(OC(C(O)4)C(OC(C)C4OC(C=Cc(c5)ccc(O)c5)=O)OC(=C1c(c3)ccc(O)c3)C(=O)c(c2O)c(cc(c2)O)O1)=O,4.7229,0.089442458,4.514830338
3949,C(c(c6)ccc(c6)O)=CC(=O)O[C@@H]([C@H]5O)[C@@H](OC([C@@H]5O)COC(=O)C=Cc(c4)ccc(c4)O)Oc(c3)cc(c(c(O)3)1)OC(c(c2)ccc(c2)O)=CC(=O)1,3.9897,0.088587557,4.442590567
3950,c(c6)(ccc(c6)O)C=CC(OC(C(O)4)C(OC(C)C4OC(C=Cc(c5)ccc(O)c5)=O)OC(=C1c(c3)ccc(O)c3)C(=O)c(c2O)c(cc(c2)O)O1)=O,4.7229,0.089442458,4.514830338
3951,c(c6)c(ccc(O)6)C=CC(=O)O[C@@H](C4COC(C=Cc(c5)ccc(O)c5)=O)[C@@H]([C@@H]([C@@H](O4)Oc(c1)cc(c(C(=O)3)c(OC(=C3)c(c2)ccc(c2)O)1)O)O)O,3.9897,0.088587557,4.440384413
3952,Oc(c6)ccc(c6)C(=C5)Oc(c1)c(C5=O)c(cc(OC(C2O)OC(COC(C=Cc(c4)ccc(c4)O)=O)C(C2OC(=O)C=Cc(c3)ccc(O)c3)O)1)O,3.9897,0.088587557,4.45200226
3953,O=C(C=Cc(c6)ccc(O)c6)O[C@H]([C@H](O)2)[C@@H](O)C(O[C@H]2Oc(c3)cc(c(C5=O)c(OC(=C5)c(c4)ccc(O)c4)3)O)COC(C=Cc(c1)ccc(c1)O)=O,3.9897,0.088587557,4.45200226
3954,O(C(c(c5)ccc(c(OC)5)O)=1)c(c4)c(c(O)cc4O)C(=O)C1O[C@H]([C@@H]2O)OC([C@@H](O)[C@H]2O[C@@H](C3O)O[C@H](COC(C)=O)[C@H](OC(C)=O)C3O)CO,-1.2701,0.113094547,4.952180767
3955,C(C2Oc(c5)c(c(c4c(O)5)OC(=CC(=O)4)c(c3)ccc(OC)c3O)O)(C(C(O)C(O2)COC(C)=O)O)OC(O1)C(O)C(O)C(O)C1COC(C)=O,-1.2701,0.089302543,4.977548116
3956,c(c1O)cc(C=CC(=O)OC(C(OC(=C(c(c6)ccc(O)c6)3)C(=O)c(c(O)4)c(cc(OC(C5O)OC(C(C5O)O)C)c4)O3)2)C(C(C(C)O2)O)O)cc1,1.2537,0.093995375,4.951950926
3957,Oc(c6)ccc(c6)C(O1)=C(OC(C(O)4)OC(C(C4OC(C=Cc(c5)ccc(c5)O)=O)O)C)C(c(c2O)c(cc(OC(O3)C(O)C(C(C3C)O)O)c2)1)=O,1.2537,0.093995375,4.960819196
3958,C(C5C)(OC(O6)C(O)C(O)C(O)C(C)6)C(C(O)C(O5)OC(=C(c(c4)ccc(O)c4)3)C(=O)c(c2O3)c(O)cc(c2)OC(C1O)OC(C)C(C1O)O)O,-1.8644,0.127763272,5.272016904
3959,OC(C1COC(C6O)OC(C)C(C(O)6)O)C(C(O)C(Oc(c5)ccc(c5)C(O2)=CC(=O)c(c(O)4)c2cc(c4)OC(O3)C(C(O)C(C3C)O)O)O1)O,-2.5976,0.113972618,5.214250081
3960,c(c21)c(cc(OC)c(C(=O)CC(c(c3)ccc(OC(O4)C(OC(C5O)OCC(COC(=O)C=Cc(c6)cccc6)(O)5)C(C(O)C4CO)O)c3)O2)1)OC,1.3182,0.131843669,4.906154775
3961,C(COC(=O)C=Cc(c5)cccc5)(C4)(C(O)C(O4)OC(C1Oc(c2)ccc(C=CC(c(c3O)c(OC)cc(OC)c3)=O)c2)C(O)C(O)C(CO)O1)O,1.2134,0.078208592,4.794036563
3962,C(C1O)(OC(OCC(C5O)OC(C(C5O)O)Oc(c4)cc(c(c4O)2)OC(c(c3)ccc(c3)OC)=CC2=O)C(C1OC(C(C)CC)=O)O)C,0.8017,0.163459521,4.870124907
3963,O(C(C5O)OC(C(C5O)O)COC(O4)C(C(O)C(C4C)O)OC(C(C)CC)=O)c(c3)cc(O1)c(c(O)3)C(=O)C=C1c(c2)ccc(c2)OC,0.8017,0.163459521,4.85915183
3964,C([C@H]1O)(O[C@H](O[C@@H]([C@H](O)5)[C@H](OC([C@H]5O)C)OC(C3=O)=C(c(c4)ccc(c4)OC)Oc(c32)c(c(cc(O)2)O)CC=C(C)C)[C@@H]([C@@H]1O)O)CO,0.419,0.143380555,4.921578134
3965,C(C5O)(OC(C(O)C5O)CO)Oc(c(CC=C(C)C)1)cc(O)c(C3=O)c1OC(=C3OC(O4)C(O)C(O)C(C(C)4)O)c(c2)ccc(c2)OC,0.0679,0.139992362,4.912247306
3966,C(C(=O)3)=C(Oc(c4)c3c(cc4OC(C(O)5)OC(C(OC(C)=O)C(O)5)COC(C)=O)O)c(c1)ccc(OC(O2)C(C(C(C(CO)2)O)O)O)c1,-1.3354,0.129232733,4.772663823
3967,C(OC(C5COC(C)=O)C(C(O)C(O5)OC(C4=O)=C(Oc(c34)cc(cc(O)3)OC(C2O)OC(C)C(C(O)2)O)c(c1)ccc(c1)O)O)(C)=O,-0.6022,0.146667742,4.838965216
3968,c(OC)(c1)c(OC)ccc(C(=C5)Oc(c(C5=O)2)cc(OC)c(C(C3OC(C4O)OC(C)C(C4O)O)OC(C(O)C(O)3)COC(C)=O)c(O)2)1,0.1289,0.165099485,4.805082303
3969,c(c(O)4)(C2=O)c(c(CC=C(C)C)c(OC(C5O)OC(C(O)C5O)CO)c4)OC(=C(OC(C3O)OC(C(C3O)O)CO)2)c(c1)ccc(c1)O,-1.2627,0.118315999,4.964994811
3970,c(c1O)(C(=O)2)c(OC(c(c5)ccc(OC)c5)=C2OC(C3OC(C(O)4)OC(C(O)C4O)C)OC(C(C3O)O)C)c(CCC(C)(C)O)c(c1)O,0.6414,0.154996785,4.949758228
3971,[o+1](c3c(c5)ccc(O)c5)c(c1)c(cc3OC(O4)C(C(O)C(C4COC(C)=O)O)O)c(OC(C2O)OC(COC(C)=O)C(O)C(O)2)cc1O,-0.7089,0.102557871,4.993530955
3972,OC(C5C)C(C(C(O5)OC(C1O)C(Oc(c4)cc(c2c(O)4)OC(c(c3)cc(O)c(c3)O)=CC2=O)OC(C(O)1)COC(=O)CC(O)=O)O)O,-1.3671,0.071550778,4.90814208
3973,C(C(OCC(O2)C(C(C(C(Oc(c4)c(c(c(c4)C(=O)C=Cc(c3)cc(c(O)c3)O)O)O)2)OC(C)=O)O)OC(C)=O)=O)=Cc(c1)ccc(c1)O,2.6953,0.056143426,4.40771431
3974,C(C1OC(=C4c(c5)ccc(c5)O)C(=O)c(c(O4)3)c(O)cc(c3)O)(OC(C2O)OC(C(O)C(O)2)C)C(C(O)C(O1)COC(CC(O)=O)=O)O,-1.3671,0.093034731,4.881232979
3975,O=C(C=4CCC(C)C)c(c(OC4c(c5)cc(O)c(O)c(O)5)1)c(OC(C2OC(O3)C(C(C(C(C)3)O)O)O)OC(CO)C(O)C2O)cc(O)c1,-0.0985,0.132226333,5.068539057
3976,C(C)(=O)OC(C2O)C(C(OC(Oc(c3)c(c(c(C(=O)C=Cc(c4)cc(c(O)c4)O)c3)O)O)2)COC(C=Cc(c1)ccc(O)c1)=O)OC(C)=O,2.6953,0.056143426,4.387928669
3977,c(c5)(ccc(c5)O)c([o+1]4)c(cc(c43)c(O)cc(c3)O)OC(O2)C(C(O)C(O)C2COC(=O)CC(O)=O)OC(C1O)OC(C(C1O)O)CO,-1.4738,0.066320106,5.047722913
3978,C(OC(CC(O)=O)=O)C(C(O)1)OC(Oc(c4c(c5)ccc(c5)O)cc(c3[o+1]4)c(cc(c3)OC(C2O)OC(CO)C(O)C2O)O)C(O)C1O,-1.8249,0.063957813,5.060571515
3979,c(c21)c(O[C@@H](C(O)5)O[C@@H]([C@@H](C5O)O)CO)c(c(c4)ccc(O)c4)[o+1]c1cc(cc(O[C@H](O3)[C@@H](O)[C@H]([C@@H](O)C3COC(CC(O)=O)=O)O)2)O,-1.8249,0.063957813,5.035365221
3980,c(c3)(OC(C5O)OC(COC(CC(O)=O)=O)C(C5O)O)c(c(c4)ccc(O)c4)[o+1]c(c31)cc(O)cc1OC(O2)C(C(O)C(O)C2CO)O,-1.8249,0.063957813,5.035365221
3981,O(CC(O1)C(C(C(O)C1OC(C2Oc(c5)c(c(c4c5O)OC(=CC(=O)4)c(c3)cc(O)c(c3)OC)O)C(O)C(O)C(CO)O2)O)O)C(C)=O,-1.8409,0.088493329,4.893133272
3982,C(=C3c(c4)ccc(OC(O5)C(C(O)C(O)C5CO)O)c4)(C(c(c(O3)2)c(O)cc(O)c2)=O)OC(O1)C(C(C(C(CO)1)O)O)OC(C(C)O)=O,-2.8397,0.101665608,4.953257304
3983,c(C(=C(O[C@@H](O4)[C@H](O)[C@H](O[C@H](O5)C(C(O)[C@@H](O)[C@@H](COC(C)=O)5)O)[C@@H](C4CO)O)3)Oc(c2)c(C(=O)3)c(cc(O)2)O)(c1)cc(c(O)c1)OC,-1.8409,0.112069741,4.847265509
3984,[C@@H](O)([C@@H](O)1)C(O[C@H](OC[C@@H](O2)[C@H](O)C(O)C([C@@H]2OC(=C4c(c5)cc(c(c5)O)OC)C(c(c(O)3)c(O4)cc(O)c3)=O)O)[C@@H]1O)COC(C)=O,-1.8409,0.112069741,4.843691933
3985,c(c31)(O)c(OC(O5)C(C(O)C(C(COC(C)=O)5)O)OC(O4)C(C(O)C(O)C4C)O)cc(c1C(=O)C(=C(O3)c(c2)cc(OC)c(c2)O)O)O,-1.1077,0.100555288,4.955712074
3986,C(C2Oc(c5)c(c(OC)c(c54)C(=O)C=C(O4)c(c3)cc(OC)c(OC)c3)OC)(C(O)C(C(O2)CO)OC(O1)C(O)C(O)C(C(CO)1)O)O,-1.5027,0.121584164,4.735519417
3987,C(C(c(c6)cccc6)5)C(=O)c(c1O5)c(O)cc(OC(C(OC(C(O)3)OCC(COC(O4)C(O)C(C4)(CO)O)3O)2)OC(CO)C(O)C2O)c1,-2.7928,0.122583873,5.362253641
3988,O(C(C5O)OC(C(O)C(O)5)C)C(C1Oc(c24)c(c(c(O)c2C(C(=C(O4)c(c3)ccc(c3)OC)OC)=O)OC)OC)C(C(O)C(O1)CO)O,-0.7695,0.138748589,4.84905494
3989,COc(c1)c(O)c(cc1C(=C5)Oc(c2C(=O)5)cc(c(c2OC(O3)C(O)C(O)C(C3COC(C4O)OC(C(C(O)4)O)C)O)OC)OC)OC,-0.7695,0.138748589,4.837030982
3990,OC(C1O)C(OC(c(c5O)c(c(c4c(OC)5)C(=O)C=C(O4)c(c3)cc(c(c(OC)3)OC)OC)OC(O2)C(C(O)C(C(C)2)O)O)C1O)CO,-1.0788,0.133523566,4.948977518
3991,OC(C(OC(O5)C(C(O)C(C5)O)O)1)C(O)C(OC(Oc(c3c(c4)cc(c(c4O)O)O)cc(c([o+1]3)2)c(O)cc(O)c2)1)COC(CC(O)=O)=O,-1.4235,0.053311367,5.169405878
3992,OC(C1O)C(O)C(COC(C)=O)OC1Oc(c25)cc(cc2[o+1]c(c(c5)OC(O4)C(C(C(O)C(CO)4)O)O)c(c3)cc(c(O)c3OC)O)O,-1.5655,0.069262434,5.076571558
3993,c(c1OC(O5)C(C(O)C(C(CO)5)OC(O4)C(O)C(O)C(C4CO)O)O)c(O)c(cc1C(=C3OC)Oc(c2)c(C3=O)c(O)cc2OC)OC,-2.1001,0.110577149,4.874383889
3994,C([C@H](O1)[C@H](C(C([C@H]1Oc(c(OC)2)ccc(C(=C(OC)5)Oc(c4C5=O)cc(c(c(O)4)O[C@@H]([C@H]3O)OC(CO)[C@@H]([C@@H]3O)O)OC)c2)O)O)O)O,-2.4512,0.107145064,4.80405494
3995,COc(c1O)c(OC)cc(O4)c(C(C(=C4c(c5)cc(OC)c(c5)O)OC(O2)C(O)C(OC(C(O)3)OC(C(O)C3O)CO)C(O)C2CO)=O)1,-2.1001,0.110577149,4.822655292
3996,O(C1Oc(c35)cc(c(c3OC(=C(O)C5=O)c(c4O)ccc(OC)c4)OC)OC)C(CO)C(C(O)C1OC(O2)C(O)C(O)C(C2CO)O)O,-2.1001,0.110577149,4.875493695
3997,CC([C@@H](O)5)O[C@@H]([C@@H](O)[C@H](O)5)OC(C(O)1)[C@H](OC(=C2c(c4)cc(c(O)c4)OC)C(=O)c(c3O)c(c(c(c3OC)O)OC)O2)O[C@H](CO)[C@H](O)1,-1.3669,0.125735126,4.944537163
3998,C(O)(C5O)C(CO)OC(C5O)OC(C(O)1)C(C(OC1Oc(c4)ccc(c4)C(O3)=C(C(c(c32)c(c(c(c2OC)O)OC)OC)=O)OC)O)O,-1.8396,0.116575464,4.915483713
3999,c(c71)(C(=O)CC(c(c8)ccc(c8)O)O7)c(cc(O5)c1C(C(C5c(c6)ccc(O)c6)2)CC(CCc(c4)ccc(c4)O)OC2c(c3)ccc(O)c3)OC,8.2206,0.133584294,4.643368867
4000,O(C(C(O)5)OC(C(O)C(O)5)C(O)=O)c(c4)cc(c(c(O)4)3)OC(=CC(=O)3)c(c1)ccc(OC(O2)C(C(C(C2COC(=O)CC(O)=O)O)O)O)c1,-2.3591,0.079152373,4.854309316
4001,C(C2Oc(c3)c(c(O4)c(C(C=C4c(c5)ccc(c5)O)=O)c3O)O)(C(C(O)C(O2)COC(C)=O)O)OC(C1O)OC(COC(C)=O)C(C1O)O,-1.2787,0.095615326,4.902989913
4002,O(C(COC(O5)C(O)C(C(C5C)OC(C)=O)OC(C)=O)4)C(C(O)C(O)C4O)OC(=C2c(c3)ccc(c(O)3)O)C(c(c1O2)c(cc(c1)O)O)=O,-0.5455,0.10845652,4.964583202
4003,COc(c5)ccc(c5)C(O4)=CC(=O)c(c43)c(c(c(OC)c3)OC)O[C@@H]([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O[C@@H]([C@@H](O)2)OC([C@@H]([C@@H]2O)O)COC(C)=O,-0.9405,0.13269865,4.755959373
4004,C(C2c(c(O)4)c(O)c(C(=O)5)c(OC(c(c6O)ccc(c6)O)C5)c4)=C(CCC=C(C)C)CC(C(C(c(c3O)ccc(c3)O)=O)2)c(c1O)ccc(c1)O,7.4809,0.067025292,4.757828862
4005,c(c23)c(c(c(c5)ccc(O)c5)[o+1]c2cc(O)cc3OC(O4)C(C(O)C(O)C4CO)O)OC(C1O)OC(C(O)C(O)1)COC(CCC(O)=O)=O,-1.4348,0.081175595,5.004680399
4006,OC(C1O)C(O)C(COC(C)=O)OC1Oc(c24)cc(cc([o+1]c(c(OC(O5)C(C(C(O)C5COC(C)=O)O)O)c4)c(c3)cc(c(O)c3)O)2)O,-1.0033,0.07367416,5.080924356
4007,c(c5)(cc(c(c5O)2)OC(c(c4)ccc(c4)O)=C(OC(O3)C(C(C(O)C3COC(CC(O)=O)=O)O)O)C(=O)2)OC(O1)C(O)C(O)C(O)C1CO,-2.7458,0.075868567,4.875621027
4008,O(CC(O1)C(O)C(O)C(O)C1OC(=C4c(c5)ccc(c5O)O)C(=O)c(c3O4)c(O)cc(c3)OC(C2O)OC(C)C(C(O)2)O)C(CC(O)=O)=O,-2.0126,0.065598542,4.957399859
4009,c(c(O)5)(c(cc(O)c5)4)C(C(=C(O4)c(c3)ccc(c3O)O)OC(C1OC(C2O)OC(C(O)C(O)2)C)OC(COC(CC(O)=O)=O)C(C1O)O)=O,-1.6615,0.067955355,4.976178575
4010,OC(C(O)6)C(OC(CO)C6O)Oc(c3)c(C(C4OC(O5)C(O)C(C(O)C5)O)OCC(O)C(O)4)c(O)c(c13)C(C=C(c(c2)ccc(c2)O)O1)=O,-3.3328,0.115079989,5.261312936
4011,OC(C(O)6)C(OC(CO)C6O)Oc(c3)c(C(C4OC(O5)C(O)C(C(O)C5)O)OCC(O)C(O)4)c(O)c(c13)C(C=C(c(c2)ccc(c2)O)O1)=O,-3.3328,0.115079989,5.261312936
4012,C(C(O)6)(O)COC(C6O)Oc(c5)c(c(O)c(c45)C(=O)C=C(O4)c(c3)ccc(c3)O)C(C(OC(C2O)OCC(C2O)O)1)OC(CO)C(O)C(O)1,-3.3328,0.115079989,5.265796013
4013,C(OC(=C5c(c6)ccc(c6)O)C(c(c(O5)4)c(O)cc(c4)OC(C3O)OC(C)C(C(O)3)O)=O)(O1)C(OC(O2)C(O)C(O)(C2)CO)C(O)C1CO,-2.6398,0.109378778,5.207394656
4014,C(C1O)(OC(C2Oc(c3OC)cc(c(C(=O)5)c(OC(=C5O)c(c4)cc(c(O)c4)OC)3)O)C(O)C(C(O2)COC(C)=O)O)OC(C)C(O)C(O)1,-0.8047,0.127122153,4.947187019
4015,C(O)C(O3)C(C(O)C(C3Oc(c4)ccc(C(O5)CC(c(c6)c5cc(c6)O)=O)c4)OC(C(O)1)OCC1(COC(C=Cc(c2)ccc(c2)O)=O)O)O,0.7122,0.114347919,4.916916259
4016,O(C(O5)C(C(C(C5CO)O)O)OC(C3O)OCC3(COC(C=Cc(c4)ccc(c4)O)=O)O)c(c2)ccc(c2)C=CC(=O)c(c(O)1)ccc(O)c1,0.6074,0.073494454,4.785922542
4017,C(O)C(O3)C(C(O)C(C3Oc(c4)ccc(C(O5)CC(c(c6)c5cc(c6)O)=O)c4)OC(C(O)1)OCC1(COC(C=Cc(c2)ccc(c2)O)=O)O)O,0.7122,0.114347919,4.916916259
4018,O(C(OC(C5C)C(C(C(O5)Oc(c(OC)4)c(C2=O)c(cc(OC)4)OC(c(c3)cc(c(OC)c3)OC)=C2OC)O)O)1)C(C(O)C(O)C1O)CO,-0.4665,0.148712024,4.786514827
4019,COc(c3Cc(c4)c(ccc4Cc(c5)c(ccc5Cc(c6)c(O)ccc6)O)O)c(c(c(c(O)3)Cc(c2O)cccc2)O)C(=O)CCc(c1)cccc1,8.1075,0.066416188,3.186676808
4020,c(O)(c1)c(ccc1c(c2OC(C(O)5)OC(C(O)C5O)COC(CC(O)=O)=O)[o+1]c(c3C(C4O)OC(CO)C(O)C4O)c(c(O)cc3O)c2)O,-2.0775,0.049389282,5.270352086
4021,OC(C5O)C(O)C(OC(CO)5)OC(C4O)C(O)C(OC4COC(=O)CC(O)=O)Oc(c(c(c3)cc(O)c(O)c3)1)cc(c2O)c(cc(c2)O)[o+1]1,-1.7682,0.048318164,5.142886928
4022,c(c(OC(C4OC(O5)C(O)C(O)C(O)C5C)OC(C(C4O)O)COC(=O)CC(O)=O)1)c(c(O)3)c(cc(O)c3)[o+1]c(c(c2)cc(c(c(O)2)O)O)1,-1.035,0.055057636,5.219230628
4023,O([C@@H](C(O)5)O[C@@H]([C@@H](C5O)O)COC(C)=O)c(c3)c(c(c4)cc(c(O)c4OC)OC)[o+1]c(c31)cc(O)cc1O[C@@H]([C@H]2O)OC([C@H](O)[C@@H]2O)CO,-1.2625,0.08828343,5.037956848
4024,C(O)C(C(O)5)OC(C(O)C(O)5)OC(C4O)C(O)C(OC(CO)4)Oc(c3OC)c(OC)c(O1)c(c3O)C(C(=C(c(c2)ccc(OC)c2)1)OC)=O,-1.7971,0.109792446,4.878244563
4025,c(c(O)5)(cc(cc5)c(c(OC(O4)C(C(C(C4COC(CC(O)=O)=O)O)O)O)1)[o+1]c(c3)c(c(cc3O)OC(O2)C(C(O)C(O)C2CO)O)c1)O,-2.1193,0.046676582,5.12213423
4026,C(CO[C@@H]([C@@H](O)5)OC([C@H](O)[C@@H]5O)CO)(O1)[C@H](O)[C@H](O)[C@H](O)[C@@H]1Oc(c4)c(c(c3c4O)OC=C(C3=O)c(c2OC)cc(OC)c(OC)c2)OC,-1.7971,0.109792446,4.886734115
4027,C(c(c5)ccc(c5)O)(O4)C(C(c(c42)c(cc(c2CCC(C)(C)OC(O3)C(O)C(C(C(CO)3)O)O)OC(O1)C(C(O)C(C(CO)1)O)O)O)=O)O,-2.5185,0.122078711,5.254175393
4028,O(C(O5)C(C(C(O)C(CO)5)O)O)c(c(c(c4)cc(c(O)c4OC)OC)1)cc(c2OC(C(O)3)OC(COC(O)=O)C(C3O)O)c(cc(O)c2)[o+1]1,-1.131,0.088412353,5.094731245
4029,OC(C63)C(O)C(O)C(O6)Oc(c2)c([o+1]c(c5)c(c(cc5O)OC(C(O)4)OC(C(C4O)O)COC(C(CC(=O)OC3)O)=O)2)c(c1)cc(O)c(c1O)O,-2.5729,0.069726037,7.424212957
4030,OC(C(O)1)C(OC(CC(O)=O)=O)C(OC1OCC(C(O)2)OC(Oc(c4c(c5)cc(OC)c(c(OC)5)O)cc(c([o+1]4)3)c(O)cc(c3)O)C(O)C(O)2)C,-0.429,0.068825888,5.19185271
4031,c(O)(c1)ccc(c([o+1]6)c(cc(c56)c(O)cc(c5)O)OC(C4O)OC(C(C4O)O)COC(C(O)2)OC(C(OC(=O)C=Cc(c3)ccc(O)c3)C(O)2)C)c1,1.4981,0.067298637,5.122508486
4032,O(C(C2O)C(C(COC(C=Cc(c6)ccc(c6)O)=O)OC(Oc(c5)cc(c(c5O)4)OC(CC4=O)c(c3)ccc(c3)O)2)O)C(=O)C=Cc(c1)ccc(O)c1,3.9228,0.100859067,4.604694122
4033,O(C(O6)C(O)C(C(C(CO)6)O)O)CC(C(O)5)OC(C(O)C(O)5)c(c(O)1)c(c(C(C4O)OCC(C4O)O)c(O2)c1C(=O)C=C(c(c3)ccc(c3)O)2)O,-3.9301,0.110516099,5.385075306
