smiles,logP,qed,SAS
"c(c(C(C=C(O)c(c3)cc(O2)c(c3)OC2)=O)1)(OC)cc(OC)c(CC=C(C)C)c1",4.723,0.315839879,2.666485434
"CC(C)=CCc(c1)c(c(cc1C(=C3)Oc(c(C(=O)3)2)c(C)c(c(C)c2O)OC)O)O",4.71094,0.436145297,2.982894507
"c(c2)c(ccc2O)CC(C(=O)c(c(O)1)ccc(c1)OCC=C(C)CC=C(C)C)O",4.5655,0.427036389,3.237352992
"Oc(c3)c(O)cc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c1c(O)c(O)c2",1.1696,0.210409497,2.91711827
"O(C)c(c45)c(OC)c(c(c(cco5)4)3)C([C@@H]([C@H](O3)c(c2)cc(O1)c(c2)OC1)OC)=O",3.5101,0.660076819,3.702462099
"c(c(O)3)(C1=O)c(c(OC)c(c3)O)OC(c(c2)ccc(OCC=C(C)C)c2)=C(OC)1",4.2334,0.599549735,2.682149922
"c(c3)(ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(O)c(OC)1)CC=C(C)C)O",4.1027,0.555111253,2.823210199
"c(c(OCC=C(C)C)3)c(c2c(c3)O)OC(=C(C(=O)2)OC)c(c1)cc(OC)c(O)c1",4.2334,0.599549735,2.633219345
"O(C(c(c3)ccc(OCC=C(C)C)c3)=2)c(c1)c(C(C2OC)=O)c(c(OC)c1O)O",4.2334,0.599549735,2.648180114
"c(c1)c(OC)c(cc1C(=C3O)Oc(c(CC=C(C)C)2)c(C3=O)c(O)cc(OC)2)O",4.1027,0.555111253,2.801636489
"O(C)c(c3CC=C(C)C)cc(O1)c(c3O)C(C(OC)=C1c(c2)ccc(c2O)O)=O",4.1027,0.438331007,2.787695691
"c(c3O)c(cc(c31)OC(c(c2)cc(OC)c(OCC=C(C)C)c2)=C(OC)C1=O)O",4.2334,0.599549735,2.604519729
"c(c1)c(OC)c(cc1C(=C3OC)Oc(c(C3=O)2)cc(OCC=C(C)C)cc2O)O",4.2334,0.599549735,2.646504729
"O(C)c(c3CC=C(C)C)cc(c2c3O)OC(=C(C(=O)2)O)c(c1)cc(c(OC)c1)O",4.1027,0.555111253,2.76879832
"C(C(=O)c(c2OC)c(c(c(c2OC(C(C)=CC)=O)O)OC)O)=Cc(c1)cccc1",3.8827,0.315715706,2.808946908
"O=C(c12)C(OC)=C(c(c4)cccc4)Oc1c(OC)c(OCC(O3)C(C)(C)3)cc(O)2",3.739,0.632660725,3.133536262
"c(c1O)c(cc(O2)c1C(C(CC=C(C)C)=C(c(c(OC)3)cc(O)c(OC)c3)2)=O)O",4.1027,0.555111253,2.829540871
"O=C(c32)C=C(Oc(cc(OC)c([C@@H](C4)OC(C)[C@H](O)[C@H](O)4)c(O)3)2)c(c1)cccc1",2.7459,0.622294663,3.801883218
"c(c3)(cc(c(c(OC)3)O)OC)C(=C2)Oc(c(C(=O)2)1)c(CC=C(C)C)c(cc1O)O",4.1027,0.555111253,2.80526979
"C(C)(C)=CCC(C2=O)=C(Oc(c3)c2c(cc3OC)O)c(c1O)cc(O)c(OC)c1",4.1027,0.438331007,2.85157904
"O=C(C(c(c3)c(cc(c3OC)O)OC)=2)c(c1O)c(OC2)cc(O)c(CC=C(C)C)1",4.1027,0.555111253,2.855871348
"c(O2)(c1C(C(c(c3O)cc(c(OC)c3CC=C(C)C)OC)=C2)=O)cc(O)cc1O",4.1027,0.555111253,2.889552555
"C(OC)(C1c(c4)ccc(c4)O)C(OC)c(c(OC)2)c(cc(O3)c2C=CC3(C)C)O1",4.4212,0.822383509,4.053339439
"c(c3)(ccc(O)c3)C(O1)=C(C(c(c2O)c1c(c(O)c2)C(CC(C)C(O)=O)=O)=O)O",2.5759,0.404536176,3.26121533
"c(c1)(O4)c(C(O2)C(C4)(O)c(c3)c(c(CC=C(C)C)c(OC)c3OC)2)ccc1OC",3.9348,0.770026808,3.700022556
"O(C1)c(c2)c(ccc2C(O3)=C(C(c(c(OC)4)c3c(OC)c(O5)c4OC5)=O)OC)O1",2.9432,0.654925803,2.84006418
"COc(c54)cc(cc(OCO5)4)C(O1)=C(C(c(c(OC)2)c1cc(O3)c(OC3)2)=O)OC",2.9432,0.654925803,2.827894579
"c(c5)c(ccc5)C(c41)CC(=O)Oc(cc(c(c34)C(C(=C(O3)c(c2)cccc2)O)=O)O)1",4.3122,0.384392093,3.08634383
"c(c2)c(cc(c(C=O)3)c2oc3c(c4)ccc(c4)O)C=CC(=O)c(c1O)ccc(c1)O",4.9252,0.249151614,2.644176838
"c(c41)(C(C(c23)=C(O4)C(Oc2cc(OC)c(OC)c3)OCC)=O)c(cc(OC)c1)O",3.6189,0.69372169,3.375694488
"c(c1[C@@H](O2)C(OC(=O)C(C)=CC)C(c(c3O)c2c(c(O)c3)OC)=O)cc(O)cc1",3.0064,0.528763489,3.705269424
"COc(c(CC(O)C(C)(C)O)1)c(O)cc(o2)c1c(C(=O)3)c2c(c4)c(cc(O)c4)O3",2.7865,0.384388057,3.561616288
"COc(c3)c(c(c(c(O)3)1)OC(c(c2)ccc(OC)c2)=C(C1=O)O)OC(=O)CCC",3.5939,0.476375211,2.52885396
"Oc(c1)ccc(C(=C4)Oc(c3)c(C(=O)4)c(O)c(c(O)3)C(C2)OC(C)C(O)C(O)2)c1",2.1485,0.440690888,3.960461466
"c(c23)c(oc2ccc(C(O5)CC(c(c54)ccc(c4)OC)=O)c3)c(c1)ccc(c1)OC",5.8235,0.431746825,2.788737316
"C(C=C(C)C)c(c31)c(cc(O)c(C(=O)CC(O3)c(c2O)c(cc(c2)OC)O)1)OC",4.0358,0.650688326,3.438681722
"c(c4)(cccc4)C(O1)CC(c(c3)c1c(C)c(c3C)OC(C(O)2)OCC(C(O)2)O)=O",1.82774,0.721797899,3.923137593
"c(c1CC=C(C)C)(ccc(C(C3=O)(COc(c32)cc(cc2O)O)O)c(OC)1)OC",3.0866,0.662493651,3.549950466
"O(C)c(c(CC=C(C)C)1)cc(O)c(C3=O)c1O[C@@H]([C@H]3O)c(c2)cc(OC)c(O)c2",3.301,0.661451817,3.566094546
"O(C)c(c3CC=C(C)C)cc(c2c3O)O[C@@H]([C@H](C(=O)2)O)c(c1)cc(c(OC)c1)O",3.301,0.661451817,3.538670398
"O(C)c(c3CC=C(C)C)cc(c2c3O)OC(C(C(=O)2)O)c(c1)ccc(c(OC)1)O",3.301,0.661451817,3.521664166
"c(c1)c(OC)c(cc1[C@H]([C@H]3O)Oc(c(CC=C(C)C)2)c(C3=O)c(O)cc(OC)2)O",3.301,0.661451817,3.583100778
"O(C)c(c3)ccc(c3)C(=C(O)1)Oc(c2CCC(OC)(C)C)c(c(O)cc2O)C1=O",3.943,0.574776531,2.806175924
"C(C(=O)c(c(OC)2)c(c(c(O)c2OC(CC(C)C)=O)OC)O)=Cc(c1)cccc1",3.9626,0.299168404,2.649647784
"C(C(=O)c(c2OC)c(c(c(c2OC(C(C)CC)=O)O)OC)O)=Cc(c1)cccc1",3.9626,0.299168404,3.094766045
"COc(c3OC)cc(c(c23)C(C(=C(O2)c(c(CC(O)=O)1)cc(O)cc1)OC)=O)O",2.5241,0.5680228,2.721146518
"O(C1)c(c2)c(ccc2C(O4)=C(C(c(c43)c(c(c(c(OC)3)OC)OC)O)=O)OC)O1",2.9287,0.689306527,2.684463212
"COc(c3)c(c(c(c(O)3)1)OC(c(c2)cc(c(O)c2)OC)=C(C1=O)OC)OC(C)=O",2.8223,0.489391199,2.597631815
"O(C1)c(c2)c(ccc2C(O4)=C(C(c(c43)c(OC)c(c(O)c3OC)OC)=O)OC)O1",2.9287,0.689306527,2.708023896
"COc(c12)cc(C(O4)=CC(c(c43)c(OC)c(c(O)c3OC)OC)=O)cc(OCO2)1",2.9287,0.689306527,2.78347005
"c(O)(c2)c(C(=O)4)c(OC(=C4)c(c3)ccc(O)c3)c(c(O)2)C(C(O)1)OCC(O)C1O",0.7308,0.362935419,3.871756081
"Oc(c1)ccc(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(C(O)C2)O)c1",0.689,0.426258157,3.724237064
"C(C(O)1)OC(c(c(O)4)c(O)c(C(=O)3)c(c4)OC(=C3)c(c2)ccc(O)c2)C(O)C1O",0.7308,0.362935419,3.859388004
"C(c(c5)ccc(c5)O)(C4)c(c3OC4=O)c(O)c(c(c3)1)C(=O)CC(c(c2)cccc2)O1",4.2453,0.491857774,3.419690761
"c(c12)c(O4)c(C(CC(c(c5)ccc(c5)O)4)=O)c(c1C(c(c3)cccc3)CC(=O)O2)O",4.2453,0.491857774,3.419690761
"Oc(c31)cc(cc1OC(C(OC(=O)C=Cc(c4)cccc4)C3=O)c(c2)cccc2)O",4.0394,0.505425235,3.237317595
"C(C(O)1)OC(c(c(O)4)c(O)c(C(=O)3)c(c4)OC(=C3)c(c2)ccc(O)c2)C(O)C1O",0.7308,0.362935419,3.859388004
"C(C3)(c(c4)cccc4)Oc(c2C(=O)3)cc(cc(O)2)OC(O1)C(O)C(O)C(O)C(C)1",1.305,0.605498551,3.895186994
"C(C3)(c(c4)cccc4)Oc(c2C(=O)3)cc(cc2)OC(O1)C(O)C(O)C(O)C1CO",0.5718,0.585020826,3.75354157
"COc(c(O)3)c(c(c2c(CC=C(C)C)3)C(C(O)C(O2)c(c1)c(O)ccc(O)1)=O)O",2.7036,0.388903791,3.820000268
"O(C)c(c21)c(c(OC)cc(OC(c(c3)cc(c(c3)OC)OC)=C(C2=O)OC)1)OC",3.5116,0.593529694,2.341742229
"COc(c1)c(C(O2)=C(C(c(c3OC)c2cc(c3)OC)=O)OC)cc(OC)c1OC",3.5116,0.593529694,2.367859537
"COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)cc(c(c1)OC)OC)OC)=O)OC",3.5116,0.593529694,2.362379922
"O(C)c(c21)c(c(c(OC)c1C(C(=C(c(c3)ccc(OC)c3)O2)OC)=O)OC)OC",3.5116,0.593529694,2.467707614
"O=C(C=Cc(c4)ccc(O)c4)c(c21)c(cc(c(C(c(c3)cccc3)CC(=O)O2)1)O)O",4.1405,0.262241858,3.150699276
"C(Oc(c2)ccc(C=CC(=O)c(c(O)3)cccc3)c2)(O1)C(O)C(O)C(O)C1CO",0.467,0.347386518,3.515221354
"c(c1OC)(C2=O)c(OC(c(c3)cc(OC)c(OC)c3OC)=C2OC)cc(c1)OC",3.5116,0.593529694,2.357249922
"c(C(=O)1)(c3OC)c(cc(c3OC)OC)OC(c(c2)cc(OC)c(OC)c2OC)=C1",3.5116,0.593529694,2.378488191
"O(C(c(c3)cc(OC)c(OC)c3OC)=2)c(c(C(=O)C2)1)c(cc(c1OC)OC)OC",3.5116,0.593529694,2.412257229
"COc(c3)c(c(c(c3OC)OC)C(=C2)Oc(c1)c(C(=O)2)c(c(c1)OC)OC)OC",3.5116,0.593529694,2.483985498
"COc(c3OC)cc(c(c3OC)C(=C2)Oc(c1)c(C(=O)2)c(c(c1)OC)OC)OC",3.5116,0.593529694,2.478801845
"c(c1)c(OC)c(cc1C(O3)=CC(c(c32)c(OC)c(c(c(OC)2)OC)OC)=O)OC",3.5116,0.593529694,2.450474345
"c(c31)(C(=O)C=C(O3)c(c2)cc(OC)c(OC)c2OC)c(cc(c1OC)OC)OC",3.5116,0.593529694,2.394984152
"O(C(C)5)c(c43)c(C(=O)C(C)5)c(O2)c(c3OC(C)(C)C=C4)C(=CC(=O)2)c(c1)cccc1",5.2439,0.520673741,3.765027638
"O(c41)C(C)(C)C=Cc(c(c2c(O5)c4C(=O)C(C)C5C)OC(=O)C=C2c(c3)cccc3)1",5.2439,0.520673741,3.830650166
"C(=C1)C(Oc(c5)c1c(c(c(O)5)2)OC=C(c(c3)ccc(O4)c3C=CC4(C)C)C(=O)2)(C)C",5.534,0.579223885,3.283269088
"C(C)(C)(O)[C@H](C1)[C@@](CC(=O)c(c3O)c(cc(c3)O)O)([H])c(c2)c(c(OC)c(c2)OC)1",3.1204,0.548643519,3.723025712
"c(c4)(ccc(O)c4)c(c(OC(O3)C(O)C(C(O)C3)O)1)[o+1]c(c2)c(c(cc(O)2)O)c1",1.3155,0.355702487,4.079440483
"COc(c4CCC(C)(C)O)c(cc(c34)C(O)(C2)C(O3)c(c1)c(O2)cc(O)c1)OC",2.8266,0.707462239,3.837670313
"c(c4)(ccc(O)c4)c(c(OC(O3)C(O)C(C(O)C3)O)1)[o+1]c(c2)c(c(cc(O)2)O)c1",1.3155,0.355702487,4.079440483
"c(c3OC)(OC)cc(O1)c(c3O)C(C(=C1c(c2)cc(OC)c(c(O)2)OC)OC)=O",2.9142,0.639341639,2.614900949
"O(C)c(c31)c(c(c(c1C(C(O)=C(O3)c(c2)cc(c(c2)OC)OC)=O)O)OC)OC",2.9142,0.639341639,2.575809225
"c(c1)(O)ccc(C(O3)=C(C(c(c32)c(c(c(c(OC)2)OC)OC)O)=O)OC)c1OC",2.9142,0.639341639,2.70622422
"O(C)c(c21)c(c(OC)cc(OC(c(c3)c(cc(c(O)3)OC)O)=C(C2=O)OC)1)OC",2.9142,0.59807876,2.643483617
"COc(c3OC)c(cc(c3)C(O1)=C(C(c(c2O)c1c(c(O)c2)OC)=O)OC)OC",2.9142,0.639341639,2.604686343
"COc(c(O)3)c(cc(c3)C(O1)=C(C(c(c2OC)c1cc(c(O)2)OC)=O)OC)OC",2.9142,0.639341639,2.661622078
"O(C)c(c21)c(c(c(c1C(C(=C(c(c3)cc(c(O)c3)OC)O2)OC)=O)O)OC)OC",2.9142,0.639341639,2.637184493
"C(O2)(=C(C(c(c3OC)c2cc(c(O)3)OC)=O)OC)c(c1)c(cc(OC)c(OC)1)O",2.9142,0.639341639,2.622123734
"O(C)c(c21)c(c(c(c1C(C(=C(c(c3)cc(O)c(OC)c3)O2)OC)=O)O)OC)OC",2.9142,0.639341639,2.650638047
"COc(c1OC)c(ccc(C(O3)=C(C(c(c32)c(cc(c2O)OC)O)=O)OC)1)OC",2.9142,0.59807876,2.645055769
"C(O2)(c(c3)c(cc(OC)c3)O)=C(C(c(c21)c(c(c(c(OC)1)OC)OC)O)=O)OC",2.9142,0.639341639,2.688225973
"COc(c1)c(C(O2)=C(C(c(c3OC)c2cc(c(O)3)OC)=O)OC)cc(O)c1OC",2.9142,0.639341639,2.639734639
"C(O2)(=C(C(c(c3O)c2cc(c3OC)OC)=O)OC)c(c1)c(cc(OC)c(OC)1)O",2.9142,0.639341639,2.575402604
"COc(c1)c(C(O2)=C(C(c(c(O)3)c2cc(OC)c3O)=O)OC)cc(OC)c1OC",2.9142,0.59807876,2.531817015
"c(c3OC)(OC)cc(O1)c(c3O)C(C(=C1c(c2)cc(OC)c(O)c2OC)OC)=O",2.9142,0.639341639,2.544984883
"COc(c3OC)cc(c(c3OC)O)C=CC(=O)c(c2OC)c(c(c1c2)OCO1)O",2.757,0.531111869,2.804271268
"COc(c3OC)cc(O1)c(c3O)C(C(=C1c(c2OC)cc(O)c(c2)OC)OC)=O",2.9142,0.639341639,2.59301351
"c(c1)c(OC)c(cc1C(O3)=C(C(c(c32)c(c(c(O)c2OC)OC)O)=O)OC)OC",2.9142,0.639341639,2.583237073
"C(O1)(Oc(c2)c(C(=O)C=Cc(c3)ccc(O)c3)c(cc(O)2)O)C(O)C(C(O)C1)O",0.5173,0.308666402,3.777472428
"O(C)c(c31)c(c(c(c(C(=O)C=C(O3)c(c2)c(cc(OC)c2OC)O)1)O)OC)OC",2.9142,0.639341639,2.66642091
"COc(c(O)1)c(cc(C(O3)=CC(c(c32)c(c(c(c(OC)2)OC)OC)O)=O)c1)OC",2.9142,0.639341639,2.714963071
"O(C)c(c31)c(c(c(c(C(=O)C=C(O3)c(c2)cc(OC)c(O)c2OC)1)O)OC)OC",2.9142,0.639341639,2.645047005
"COc(c3OC)cc(c2c3O)OC(=CC(=O)2)c(c1OC)cc(c(c1O)OC)OC",2.9142,0.639341639,2.664547297
"C(C(c(c24)c(cc(O)c(C(CC(=O)O4)c(c3)ccc(c3)O)2)O)=O)Cc(c1)cccc1",4.0599,0.336567825,3.075355022
"C(CC(c(c32)c(cc(c(C(c(c4)cccc4)CC(=O)O3)2)O)O)=O)c(c1)ccc(O)c1",4.0599,0.336567825,3.081043348
"C(O1)(Oc(c4)cc(c3c4O)OC(CC3)c(c2)cccc2)C(O)C(O)C(O)C1CO",0.6372,0.502149924,3.904523746
"c(C(=O)1)(c3OC)c(cc(c3OC)OC)OC(c(c2)cc(OC)c(OC)c2OC)C1",3.4447,0.694176262,2.884758954
"O(C(C)5)c(c43)c(C(O)C(C)5)c(O2)c(c3OC(C)(C)C=C4)C(=CC(=O)2)c(c1)cccc1",5.0946,0.572008352,3.967495559
"O(c12)C(c(c5)ccc(c45)OC(C=C4)(C)C)CC(=O)c1c(cc(O3)c2C=CC3(C)C)O",5.4671,0.683008086,3.779411719
"c(C(C(C)CC)=O)(c(O)4)c(c1c(c24)OC(=O)C=C2c(c3)cccc3)OC(C=C1)(C)C",5.5786,0.453768818,3.409018068
"C(=O)(C=3)Oc(c21)c(C(c(c4)cccc4)3)c(c(C(=O)CC(C)C)c(OC(C=C2)(C)C)1)O",5.5786,0.453768818,2.938984691
"C(O1)(C)C(C(c(c4O)c1c(c(c24)OC(=O)C=C2c(c3)cccc3)CC=C(C)C)=O)C",5.274,0.475052511,3.650090858
"C(C(O)4)(=O)c(c12)c(OC(c(c5)cccc5)4)c(C=3)c(OC(C3)(C)C)c1C=CC(C)(C)O2",4.7323,0.744264695,4.018504561
"c(o4)(c2c(c43)ccc(O)c3)c(c(OC(=O)2)1)cc(c(c1)O)CC=C(C)CCC=C(C)C",6.3388,0.299492764,3.007969637
"C(c(c4)cccc4)(O3)=C(C(c(c23)c(O)c(C=1)c(c(CC=C(C)C)2)OC(C1)(C)C)=O)O",5.5641,0.558467061,3.098522411
"c(c1O)(C(C=Cc(c3)cc(C=4)c(OC(C)(C)C4)c3O)=O)ccc(O2)c1C=CC2(C)C",5.3623,0.531828702,3.282788027
"Oc(c1)ccc(C=CC(c(c(O)3)c(c2c(O4)c3C=CC4(C)C)OC(C=C2)(C)C)=O)c1",5.3623,0.531828702,3.221571345
"C(=C4)c(c3OC4(C)C)cc(c(c3)O)C(CC(=O)c(c2)cc(C=1)c(c2)OC(C1)(C)C)=O",5.2163,0.558920118,3.154412494
"C(C4(C)C)=Cc(c12)c(O4)c(c(c1C(C=C(c(c3)cccc3)O2)=O)O)C=CC(C)(C)O",5.1339,0.632269733,3.245713699
"c(c32)(C(=O)C=C(c(c4)ccc(c4)O)O3)c(O)c(c1c2CC=C(C)C)C=CC(O1)(C)C",5.5641,0.558467061,3.108796924
"c(c13)(C(=O)C=C(c(c4)ccc(c4)O)O3)c(c(CC=C(C)C)c(O2)c(C=CC2(C)C)1)O",5.5641,0.558467061,3.095079223
"C(=Cc(c4)ccc(O)c4)[C@H](c21)C[C@H](c(c3)ccc(c3)O)Oc(cc(OC)cc2OC)1",5.4358,0.592988119,3.386885037
"C(c(c4)ccc(c4)OCC=C(C)C)(C3=O)=COc(c31)cc(O2)c(C=CC2(C)C)c(O)1",5.6948,0.565463533,2.961781176
"c(c12)c(O4)c(C=CC4(C)C)c(c(C(=O)C(c(c3)cc(c(c3)O)CC=C(C)C)=CO2)1)O",5.5641,0.558467061,3.142900168
"O(c14)C(C)(C)C=Cc(c(c(c(c(CC=C(C)C)4)O)2)OC=C(c(c3)ccc(c3)O)C2=O)1",5.5641,0.558467061,3.138722967
"c(O2)(c(C(C(c(c4)cc(C=3)c(c4)OC(C3)(C)C)=C2)=O)1)cc(c(CC=C(C)C)c1O)O",5.5641,0.558467061,3.126725191
"Oc(c12)cc(c(c1OC=C(c(c3)ccc(O4)c3C=CC4(C)C)C2=O)CC=C(C)C)O",5.5641,0.558467061,3.151416387
"c(c43)(O)c(c(c(CC=C(C)C)c3OC(C=C4)(C)C)2)C(C(=CO2)c(c1)ccc(c1)O)=O",5.5641,0.558467061,3.140806563
"C(c(c3)cccc3)=CC(=O)c(c(OC)2)c(c(C=1)c(c2)OC(C1)(C)CCC=C(C)C)O",6.2076,0.338675901,3.351687543
"C(CC=C(C)C)C(O3)(C)C=Cc(c13)c(OC)cc(c1C(=O)C=Cc(c2)cccc2)O",6.2076,0.338675901,3.415363367
"C(CC=C(C)C)C(=CCOc(c1)cc(O2)c(C(=O)C(c(c3)ccc(OC)c3)=C2)c1)C",6.5401,0.399996596,2.501004349
"c(c(C(O2)=C(C(c(c3O)c2c(c(c3OC)O)OC)=O)OC)1)(O)cc(O)c(OC)c1",2.3168,0.497272736,2.877109892
"c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c3O)c2c(c(c3OC)O)OC)=O)OC)c1",2.3168,0.497272736,2.925214626
"c(c(C(O2)=C(C(c(c3O)c2c(c(c3OC)O)OC)=O)OC)1)(OC)cc(O)c(O)c1",2.3168,0.465178933,2.862422318
"O(C(c(c3)cc(OC)c(O)c(O)3)=1)c(c2OC)c(c(c(c2O)OC)O)C(C1OC)=O",2.3168,0.465178933,2.841262555
"c(c(C(O2)=C(C(c(c3O)c2c(c(c3OC)O)OC)=O)OC)1)(O)cc(OC)c(O)c1",2.3168,0.465178933,2.891943028
"c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c3O)c2c(c(c3O)OC)OC)=O)OC)c1",2.3168,0.465178933,2.921806342
"[C@]([H])(C5)(Oc(c45)ccc(c43)C(C(=C(O3)1)c(c2)c(cc(c2OC)OC)OC(=O)1)=O)C(C)=C",3.9494,0.220279097,3.392975455
"c(c3)(c2c(O)c(C(=C4)C(C(=C(C)O4)OC)=O)c3OC)OC(=CC(=O)2)c(c1)cccc1",4.11142,0.544358934,2.775631176
"C(O)C(C1O)(COC1Oc(c4)cc(c3c4O)OC(C(O)C3)c(c2)ccc(O)c2)O",-0.0457,0.410998548,4.22780426
"c(O)(c4)ccc(c41)CC(OC(C(O)3)(OCC(O)C3O)[H])C(c(c2)cc(c(O)c2)O)O1",0.3038,0.395888395,4.110205797
"c(c4)c(ccc(O)4)C(C(OC(O3)C(O)C(C(O)C3)O)1)Oc(c2)c(c(cc(O)2)O)C1",0.3038,0.423201678,4.140629729
"C(O1)(Oc(c4)c(c(cc(O)4)3)CCC(O3)c(c2)cc(c(O)c2)O)C(O)C(C(O)C1)O",0.6875,0.404811944,4.128696567
"c(c32)(C(=O)CC(c(c4)ccc(c4)O)O3)c(O)c(c1c2CC=C(C)C)C=CC(O1)(C)C",5.4972,0.658688408,3.58175968
"c(C=4)(c(OC(C4)(C)C)1)cc(C(C3)Oc(c2C(=O)3)cc(O)c(c(O)2)CC=C(C)C)cc1",5.4972,0.658688408,3.63778322
"C(C=1)(Oc(c4)c(c(O2)c(c4O)C(CC(c(c3)cc(c(c3)O)CC=C(C)C)2)=O)C1)(C)C",5.4972,0.658688408,3.648082757
"c(c13)(C(=O)CC(c(c4)ccc(c4)O)O3)c(c(CC=C(C)C)c(O2)c(C=CC2(C)C)1)O",5.4972,0.658688408,3.589483498
"C(=O)(c31)CC(c(c4O)cccc4)Oc1c(CC=C(C)C)c(O2)c(c3O)C=CC2(C)C",5.4972,0.658688408,3.616858846
"O(C3c(c4)ccc(c4)O)c(c21)c(C(=O)C3)c(cc1OC(C)(C=C2)CCC=C(C)C)O",5.715,0.635719657,3.845841374
"CC(CC)C(c(c(O)1)c(c(CC=C(C)C)c(O2)c1C(c(c3)cccc3)=CC(=O)2)O)=O",5.6087,0.315594534,3.241181606
"c(c34)(OC(C=C4)(C)C)cc(c(c3O)2)OC(CC(=O)2)c(c1)cc(c(c1)O)CC=C(C)C",5.4972,0.658688408,3.621292952
"O=C(O2)C=C(c(c3)cccc3)c(c21)c(c(C(CC(C)C)=O)c(O)c1CC=C(C)C)O",5.6087,0.315594534,2.780166153
"c(c21)(C(c(c3)cccc3)=CC(=O)O2)c(c(CC=C(C)C)c(O)c1C(=O)CC(C)C)O",5.6087,0.315594534,2.816113808
"c(c12)(C(C(C)CC)=O)c(c(CC=C(C)C)c(c1C(c(c3)cccc3)=CC(=O)O2)O)O",5.6087,0.315594534,3.252212939
"C(c(c4)cccc4)(O3)C(C(c(c23)c(O)c(C=1)c(c(CC=C(C)C)2)OC(C1)(C)C)=O)O",4.7624,0.71885002,3.812801516
"OC(C(=O)4)C(Oc(c43)c(C=2)c(cc3)OC(C)(C)C2)c(c1)cc(CC=C(C)C)c(c1)O",4.7624,0.71885002,3.873479366
"C(=C1)C(Oc(c2C(C=Cc(c3)ccc(O)c3)=O)c1c(O)c(CC=C(C)C)c2O)(C)C",5.3924,0.351904685,3.101472907
"Oc(c3)c(cc(c3)O)C=CC(c(c2)c(c(c(c2)1)C=CC(CCC=C(C)C)(O1)C)O)=O",5.6102,0.251164706,3.535003054
"C(c(c3)ccc(O4)c3C=CC4(C)C)=CC(c(c2)c(O)c(C1)c(c2)OC1C(C)(C)O)=O",4.5469,0.5756054,3.611917604
"c(C(CC(=O)c(c3)cc(C=2)c(c3)OC(C2)(C)C)=O)(c1O)cc(c(c1)O)CC=C(C)C",5.2464,0.389008732,3.012727504
"O=C(C=Cc(c3)ccc(O)c3)c(c2)c(O)c(c(c2O)1)C=CC(CCC=C(C)C)(O1)C",5.6102,0.251164706,3.513948559
"C(=C1)c(c(O)2)c(c(CC=C(C)C)c(c(C(C=Cc(c3)ccc(O)c3)=O)2)O)OC(C)(C)1",5.3924,0.351904685,3.100451331
"CC(C)(O1)C=Cc(c2)c1c(c(O)c2C(=O)C=Cc(c3)c(O)cc(c3)O)CC=C(C)C",5.3924,0.351904685,3.189715121
"C(CC(C=3)(Oc(c1C3)c(cc(C(=O)C=Cc(c(O)2)cccc2)c(O)1)O)C)C=C(C)C",5.6102,0.251164706,3.564171728
"Oc(c3CC(C(C)=C)O)ccc(c3O)C(=O)C=Cc(c1)ccc(O2)c1C=CC2(C)C",4.6576,0.369035253,3.54350731
"CC(C)=CCc(c(O)1)c(O)ccc1C(=O)C=Cc(c2)cc(C=3)c(OC(C)(C)C3)c2O",5.3924,0.351904685,3.15272225
"C(=CCc(c1)c(ccc1C(O)=CC(=O)c(c3O)cc(C=2)c(c3)OC(C2)(C)C)O)(C)C",5.5725,0.261395512,3.15232544
"C(c(c3)cccc3)=CC(c(c2)c(O)c(c(c2O)1)C=CC(CC=CC(C)(C)O)(O1)C)=O",4.8754,0.275571495,3.657408058
"c(c(O)3)c(c(c2c3)C(C=C(O2)c(c1)cc(CC=C(C)CCC=C(C)C)c(c1)O)=O)O",5.812,0.449305753,2.878415275
"C(C(=O)1)=C(c(c3)cc(c(O)c(CC=C(C)C)3)CC=C(C)C)Oc(c2)c1c(cc(O)2)O",5.5942,0.480268961,3.012543451
"C(=C(C)CCC=C(C)C)CC(C(=O)2)=C(Oc(c3)c(ccc(O)3)2)c(c1O)ccc(O)c1",5.812,0.449305753,2.887271808
"O=C(C=2)c(c(OC2c(c3)cc(c(c3)O)CC=C(C)C)1)c(c(CC=C(C)C)c(O)c1)O",5.5942,0.480268961,2.968607241
"O(c23)C=C(C(c2c(c(CC=C(C)C)c(c3)O)O)=O)c(c1)cc(c(c1)O)CC=C(C)C",5.5942,0.480268961,3.009953207
"c(C(=C3)C(=O)c(c(O3)2)c(O)cc(O)c2)(c1)cc(c(O)c(CC=C(C)C)1)CC=C(C)C",5.5942,0.480268961,3.039928442
"c(c(CC=C(C)C)3)(c(c(c(c3O)CC=C(C)C)1)C(C(c(c2)ccc(c2)O)=CO1)=O)O",5.5942,0.480268961,3.000667841
"CC(C)=CCc(c(OCC=C(C)C)3)c(c(c(OC)c3)1)OC(c(c2)cccc2)CC(=O)1",6.2554,0.5094931,3.257695236
