,SMILES
1278,C(=O)(CCc(c3)cccc3)c(c2O)c(O)c(c(c2)OC)Cc(c1)c(ccc1)O
1283,O(C)c(c2C(=O)CCc(c3)cccc3)cc(c(c2O)Cc(c1)c(ccc1)O)O
1288,OC[C@@H](O)[C@@H](O)[C@@H](O)CN(c21)C(=N3)C(C(=O)NC(=O)3)Nc(cc(C)c(C)c2)1
1291,COc(c3)cc(O1)c(c(O)3)C(=O)C(OS(O)(=O)=O)=C1c(c2)ccc(O)c2
1296,COc(c3)ccc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c(cc(O)c2)1
1301,c(O5)(c4OC5)cc(cc4)C(O1)=CC(c(c3)c(c(c(c3OC)2)C=CC(O2)(C)C)1)=O
1306,COc(c3)c(cc(c3)C(=C1)Oc(c2)c(c(O)cc(O)2)C(=O)1)OS(O)(=O)=O
1311,COc(c(O)1)c(cc(O2)c(C(=O)C=C2c(c3)ccc(O)c3)1)OS(O)(=O)=O
1316,COc(c(O)3)cc(cc3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O
1321,COc(c(O)3)c(O)c(C(=O)2)c(c3)OC(=C2)c(c1)ccc(c1)OS(O)(=O)=O
1326,c(O5)(c4OC5)cc(cc4)C(O1)CC(c(c3)c(c(c(c3OC)2)C=CC(O2)(C)C)1)=O
1331,C(C)(C)=CCc(c(OC)1)c(OC)cc(O4)c1c(c2C(=O)4)oc(c3)c2ccc3O
1336,COc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O
1341,O=C(C=3OC)c(c(OC(c(c4)ccc(OC)c4)3)1)c(O)c(C2)c(OC(C(C)=C)2)c1
1346,c(c1)(ccc(C(=C4OC)Oc(c(C4=O)3)c(C=2)c(c(OC)c3)OC(C2)(C)C)c1)O
1351,C(O1)(C=Cc(c2O)c1cc(OC)c(C(C=Cc(c4)ccc(c43)OCO3)=O)2)(C)C
1356,O(C)c(c4)ccc(c4)C(C3=O)=C(c(c(O3)1)c(c(C=2)c(OC(C2)(C)C)c1)OC)O
1361,C(O5)([H])(O1)C([H])(C(C(C)(C)5)O)c(c42)c1cc(c2C(C=C(O4)c(c3)cccc3)=O)OC
1366,C(=C1)C(Oc(c2O)c(cc(C(O4)=CC(=O)c(c43)c(c(c(c3)OC)C)O)c2)1)(C)C
1371,c(c(OC)2)c(c(c(O3)c2C(=O)CC3c(c5)cc(O4)c(c5)OC4)1)OC(C=C1)(C)C
1376,c(O4)(c3OC4)cc(cc3)C(O1)=CC(=O)c(c2)c1cc(c2OCC=C(C)C)OC
1381,O(C)C(=C1c(c4)ccc(c4)O)C(=O)c(c3OC)c(cc(c32)OC(C(C)=C)C2)O1
1386,c(c4OCC=C(C)C)(OC)c(O3)c(cc4)C(=O)C(=C3)c(c2)cc(O1)c(c2)OC1
1391,C(C)(C)=CCc(c(O)4)c(c1cc4OC)OC=C(c(c3)cc(O2)c(c3)OC2)C1=O
1396,c(O4)(c(OC4)3)cc(c(OC)c3)C(C2=O)=COc(c21)cc(cc1)OCC=C(C)C
1401,c(c31)(C=CC(O3)(C)C)c(OC)c(C(C=C(OC)c(c2)cccc2)=O)c(OC)c1
1406,c(c3OC)(c(OC)cc(c32)OC(C=C2)(C)C)C(OC)=CC(c(c1)cccc1)=O
1411,Oc(c3)c(O)cc(c3)C(O1)=C(O)C(=O)c(c(O)2)c(cc(c2)OS(O)(=O)=O)1
1416,Oc(c3)cc(O1)c(c(O)3)C(=O)C(OS(O)(=O)=O)=C1c(c2)cc(O)c(O)c2
1421,Oc(c3)cc(O1)c(c(O)3)C(=O)C(O)=C1c(c2)cc(c(O)c2)OS(O)(=O)=O
1426,Oc(c3)cc(O1)c(c(O)3)C(=O)C=C1c(c2)cc(OS(O)(=O)=O)c(O)c(O)2
1431,Oc(c3)c(O)cc(c3)C(=C2)Oc(c(O)1)c(C(=O)2)c(O)cc(OS(O)(=O)=O)1
1436,Oc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)c(c(O)1)OS(O)(=O)=O
1441,Oc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)c(O)c1OS(O)(=O)=O
1446,COc(c13)c(O)cc(c1C(=O)C(OC(=O)C(C)=CC)=C(O3)c(c2)cccc2)O
1451,COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)=CC)c(O)cc2O)c(c1)cccc1
1456,O=C(C34OC)c(c(OC3COc(c5)c4cc(OC)c(OC)5)1)cc(c2)c(oc2)c1
1461,COC(C4=O)=C(Oc(c43)cc(O2)c(c3O)CC2C(C)=C)c(c1)cc(c(O)c1)O
1466,COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)=CC)c(O)cc2O)c(c1)cccc1
1471,O(C(c(c4)cc(O)c(OC)c4)=3)c(c(C(C(O)3)=O)2)cc(O1)c(c2O)CC1C(C)=C
1476,COC(C4=O)=C(Oc(c42)cc(O3)c(C=CC(C)(C)3)c2O)c(c1)cc(c(O)c1)O
1481,c(c23)c(c1cc2OCC(O)(c45)C3Oc4cc(O6)c(OC6)c5)CC(C(=C)CO)O1
1486,C(C=13)C(C(C)=C)c(c(O)4)c(c(cc4OC)O)C(Oc(c2)c(C3=O)c(cc(O)2)O)1
1491,O(C)c(c62)c(o1)c(cc2C(C(C(O6)5)(O)c(c3)c(OC5)cc(O4)c(OC4)3)=O)cc1
1496,c(c45)(C(C(O5)(C)C)3)c(c(O)cc4O)C(O2)=C(C3)C(=O)c(c21)c(cc(OC)c1)O
1501,c(c4OC)c(c3c(c4O)CC=C(C)C)c(c2o3)C(=O)c(c(O2)1)c(cc(O)c1)O
1506,C(C)(C)=CCc(c4O)c(cc(c34)CCO3)C(O2)CC(c(c21)c(O)cc(O)c1)=O
1511,c(O4)(c3OC4)cc(cc3)C(O1)CC(=O)c(c2)c1cc(c2OCC=C(C)C)OC
1516,C(=O)(c23)C(C(Oc2cc(O)c(CC=C(C)C)c3O)c(c1)cccc1)OC(C)=O
1521,C(=C2c(c3O)ccc(c3)O)c(c(OC)1)c(OC2=O)cc(OC)c1CC=C(C)C
1526,c(c56)c(c(cc5OCO6)1)OC(c42)C1COc2cc(O3)c(c4OC)CCC3(C)C
1531,O(C35)c(c(C3COc(c54)c(c(O)c(CC=C(C)C)c4)OC)2)cc(c(c2)1)OCO1
1536,C(O1)(C=Cc(c2OC)c1cc(O3)c2C(O5)C(c(c54)cc(OC)c(O)c4)C3)(C)C
1541,c(c1C(O3)=CC(=O)c(c32)c(O)cc(c2CC=C(C)C)OC)cc(O)cc1OC
1546,c(c1CC=C(C)C)c(C(C3=O)=COc(c32)cc(cc(OC)2)O)cc(c1OC)O
1551,c(c(OC)3)(OC)cc(cc3CC=C(C)C)C(=C2)C(=O)c(c1O2)c(O)cc(c1)O
1556,c(c13)c(O)ccc1C(C(=CO3)c(c(O)2)c(OC)c(c(c2)OC)CC=C(C)C)=O
1561,N(C([H])1c(c(O)4)c(c(c(O)c4)2)OC(c(c3)ccc(O)c3)=C(C2=O)O)C(C(C1)([H])C)=O
1566,N(C4)(C)C([H])(CC4)c(c31)c(c(c(c(C(=O)C=C(O3)c(c2)ccc(O)c2)1)O)OC)O
1571,O(c43)C(C(C(=O)c3c(cc(O)c4)O)O)c(c2)c(c(c(c2)1)C=CC(C)(C)O1)OC
1576,c(C(=O)2)(c1OCC2(O)c(c4)c(OC)c(c(c4)3)C=CC(C)(C)O3)c(cc(O)c1)O
1581,O([C@H](c(c4)cc(c(O)c4)OC)3)c(c(C([C@H](O)3)=O)2)cc(c1c2O)OC(C=C1)(C)C
1586,C(c(c1O)c(O)cc(O2)c1C(C(=C2c(c3)cc(c(O)c3)O)OC)=O)C=C(C)C
1591,c(c1)c(c(O)c(C3=O)c(OC(=C3OC)c(c2CC=C(C)C)cc(O)c(O)c2)1)O
1596,C(C)(C)(O)CCc(c(OC)4)c(c3cc4O)c(C(=O)1)c(o3)c(c2)c(cc(O)c2)O1
1601,c(c3)(ccc(OCC=C(C)C)c3)C(O2)=C(C(c(c21)c(cc(c1OC)O)O)=O)O
1606,COc(c3)c(c(c(c(O)3)2)OC(=C(C2=O)OC)c(c1)cccc1)OC(=O)CCC
1611,C(c(c3O)c(O)cc(c31)OC(c(c2)cc(c(O)c2)OC)=C(C1=O)O)C=C(C)C
1616,COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)CC)c(O)cc2O)c(c1)cccc1
1621,O(c21)C(c(c3)cc(c(O)c(O)3)CC=C(C)C)=C(C(=O)c1c(cc(O)c2)O)OC
1626,c(c3)(ccc(OCC=C(C)C)c3)C(=C2O)Oc(c1C2=O)cc(c(c1O)OC)O
1631,C(C)(C)(C4)Oc(c(C(C)4)3)cc(c(c13)C(C(O)=C(c(c2)cc(c(O)c2)O)O1)=O)O
1636,C(=C(c(c4)c(O)cc(O)c4)3)c(c(OC(=O)3)1)c(c(C2)c(OC(C2)(C)CO)c1)OC
1641,C(C=24)C(Oc(c1)c(C2Oc(c3)c(C4=O)c(cc(OC)3)O)ccc(O)1)C(C)(C)O
1646,C(c(c(O)1)c(O)c(OC)cc1C(C(=O)2)=COc(c3)c2c(cc(O)3)O)C=C(C)C
1651,c(O)(c1CC=C(C)C)c(O)cc(c1C(C(=O)2)=COc(c3)c2c(cc(O)3)O)OC
1656,c(c3)(O)c(C1=O)c(c(CC=C(CO)C)c3O)OC=C(c(c2)cc(O)c(OC)c2)1
1661,c(c(C(O3)CC(c(c32)c(O)cc(O)c2)=O)1)c(c(OC)c(OC)c1)CC=C(C)C
1666,c(c(C(O3)CC(c(c23)c(cc(c2)OC)O)=O)1)c(OC)c(OCC=C(C)C)cc1
1671,O(c(c(C(C2=O)COc(c3)c2c(cc3OC)O)1)cc(O)c(c1)C(C=C)(C)C)C
1676,c(c3)(ccc(O)c3)C(O1)=C(C(c(c(O)2)c1c(c(c2)OC)OC(=O)CCC)=O)O
1681,O(C)c(c21)c(c(OC)cc(OC(c(c4)cc(O3)c(c4)OC3)=C(C2=O)OC)1)OC
1686,COc(c4OC)cc(c(c34)C(C(=C(O3)c(c2)cc(O1)c(c2)OC1)OC)=O)OC
1691,c(C(=O)1)(c4OC)c(cc(c4OC)OC)OC(c(c2)cc(O3)c(OC3)c2OC)=C1
1696,O(C)c(c21)c(O4)c(OC4)cc1OC(c(c3)cc(OC)c(OC)c3OC)=CC2=O
1701,C(O1)(Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cccc2)C(O)C(C(O)C1)O
1706,O(C1)c(c2)c(ccc(C(O4)=CC(c(c43)c(OC)c(c(c(OC)3)OC)OC)=O)2)O1
1711,O(C)c(c12)c(c(c(OC)c1C(C(c(c4)cc(O3)c(c4)OC3)=CO2)=O)OC)OC
1716,c(c34)c(c(c(O)c3C(=O)CC(c(c5)cccc5)O4)1)OC(=O)CC1c(c2)cccc2
1721,C(c(c(O)3)c(O)cc(c13)OC(c(c2)c(cc(O)c2OC)O)CC(=O)1)C=C(C)C
1726,C(C(c(c32)c(cc(c(C(c(c4)cccc4)CC(=O)O3)2)O)O)=O)=Cc(c1)cccc1
1731,COc(c4OC)c(cc(c4)C(=C3)C(c(c(O3)1)c(OC)c(O2)c(OC2)c1)=O)OC
1736,O(C(c(c3O)c(cc(c3)OC)O)2)c(c(CC=C(C)C)1)c(C(=O)C2)c(cc(O)1)O
1741,O(C(c(c3)c(cc(O)c3OC)O)2)c(c(CC=C(C)C)1)c(C(=O)C2)c(cc(O)1)O
1746,C=CC(C)(C)c(c1)c(c(c(c1C(O)(C2=O)COc(c3)c(ccc(O)3)2)O)O)OC
1751,c(c12)(cc(O)c(c1O[C@H](c(c3)cc(c(O)c3)OC)[C@H](C2=O)O)CC=C(C)C)O
1756,O(C(c(c3)ccc(O)c3)=2)c(c1C(C2OC)=O)cc(c(CCC(C)(C)O)c1O)O
1761,C(C)(C)(O)CCc(c12)c(O)cc(c1C(C(O)=C(c(c3)ccc(OC)c3)O2)=O)O
1766,C(Oc(c2)ccc(C(=O)C=Cc(c3)cccc3)c2)(O1)C(O)C(O)C(O)C1CO
1771,C(C)(C)(O)CCc(c1C(C2=O)=COc(c3)c(ccc(O)3)2)c(c(O)cc1O)OC
1776,C(O1)(C)(C)C=Cc(c42)c(c(C=CC(C)=C)c(O)c2C(C=C(O4)c(c3)cccc3)=O)1
1781,c(c1)(ccc(C(C3O)Oc(c2CC=C(C)C)c(C3OC)c(OC)cc2O)c1)O
1786,c(c3)(ccc(c3)C(C(OC)1)Oc(c2CC=C(C)C)c(c(OC)cc2O)C(O)1)O
1791,c(c21)(O)cc(c(c(OC(c(c3)cc(O)c(OC)c3)=C(C2=O)O)1)OC(C)=O)OC
1796,c(c41)(OCO4)ccc(C(O2)=C(C(c(c3O)c2c(c(c3OC)OC)OC)=O)O)c1
1801,c(c3OC(C)=O)c(c(O)cc3OC)C(O1)=C(C(c(c(O)2)c1cc(O)c2)=O)OC
1806,c(C(=O)1)(c4OC)c(cc(c4OC)OC)OC(c(c2)cc(O3)c(OC3)c2OC)C1
1811,O(C4(C)C)c(c(O)1)c(C(C4O)O)cc(C(C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)c1
1816,c(c1OC)(C3=O)c(OC(=C3OC)c(c2)c(cc(OC)c(OC)2)O)cc(c1)OC
1821,COc(c3OC)c(c(O1)c(c3O)C(C(=C1c(c2)cc(O)c(OC)c2)OC)=O)C
1826,COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)cc(c(c1)OC)OC)OC)=O)O
1831,c(c3OC)(OC)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(c2)OC)OC)OC)=O
1836,O(c32)C(=C(C(=O)c(c(cc(OC)c3)OC)2)O)c(c1)cc(OC)c(OC)c1OC
1841,COc(c12)cc(c(c(OC(c(c3)cc(c(c3)OC)OC)=C(C2=O)OC)1)OC)O
1846,O(C)c(c21)c(c(OC)cc(OC(c(c3)cc(c(c3)OC)OC)=C(C2=O)O)1)OC
1851,COc(c1)c(C(O3)=C(C(=O)c(c32)c(cc(OC)c2)O)OC)cc(OC)c1OC
1856,COc(c3OC)cc(O1)c(c3O)C(C(OC)=C1c(c2)c(ccc(OC)2)OC)=O
1861,COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)cc(c(O)c1)OC)OC)=O)OC
1866,O(C)c(c21)c(c(c(c1C(C(=C(c(c3)cc(OC)cc3)O2)OC)=O)O)OC)OC
1871,COc(c3OC)c(c(O1)c(c3O)C(C(=C1c(c2)cc(c(O)c2)OC)OC)=O)C
1876,COc(c1)c(C(O2)=C(C(=O)c(c3)c2c(c(c3)OC)OC)OC)cc(c(O)1)OC
1881,O(C)c(c21)c(c(c(c1C(C(=C(c(c3)ccc(OC)c3)O2)OC)=O)O)OC)OC
1886,COc(c1)c(C(O2)=C(C(c(c3OC)c2cc(c3)OC)=O)OC)cc(O)c1OC
1891,O(C)c(c21)c(c(OC)cc(OC(c(c3)cc(c(O)c3)OC)=C(C2=O)OC)1)OC
1896,COc(c3OC)c(cc(c3)C(O2)=C(C(=O)c(c21)c(cc(OC)c1)O)OC)OC
1901,c(c1)c(OC)c(cc1C(O2)=C(C(c(c3OC)c2cc(c3OC)O)=O)OC)OC
1906,COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)c(cc(OC)c1)OC)OC)=O)O
1911,O(C)c(c21)c(c(c(OC)c(C(=O)C=C(c(c3)cc(O)c(OC)c3)O2)1)OC)OC
1916,COc(c1OC)cc(O2)c(C(=O)C=C(c(c3)cc(OC)c(OC)c3OC)2)c1O
1921,COc(c3OC)cc(c1c3O)OC(c(c2OC)cc(OC)c(c2)OC)=CC(=O)1
1926,c(C(=O)1)(c3OC)c(cc(c3OC)OC)OC(c(c2)cc(OC)c(O)c2OC)=C1
1931,c(c1)c(OC)c(cc1C(O3)=CC(c(c32)c(c(c(c(OC)2)OC)OC)O)=O)OC
1936,COc(c3OC)cc(c(c3OC)OC)C(=C1)Oc(c2)c(c(cc2OC)O)C(=O)1
1941,COc(c3OC)cc(O)c(c23)C(=O)C=C(O2)c(c1OC)ccc(c1OC)OC
1946,C(C(c(c32)c(cc(c(C(c(c4)cccc4)CC(=O)O3)2)O)O)=O)Cc(c1)cccc1
1951,COc(c1)c(C(C=Cc(c(OC)2)ccc(OC)c2OC)=O)c(cc1OC)OC
1956,c(c1)(c(OC)c(CCC(C)(C)O)c(O2)c1C(C4)(O)C(c(c3O4)ccc(O)c3)2)O
1961,C(O1)(C)(C)C=Cc(c42)c(c(C=CC(C)=C)c(O)c2C(CC(O4)c(c3)cccc3)=O)1
1966,c(C3=O)(c5)c(c(C=4)c(c5)OC(C4)(C)C)OC(C3)c(c2)ccc(c21)OC(C=C1)(C)C
1971,C(=Cc(c4)cccc4)C(c(c(O)2)c(c1c(O3)c2C=CC3(C)C)OC(C=C1)(C)C)=O
1976,c(C(=O)C=Cc(c3)ccc(O4)c3C=CC4(C)C)(c1O)ccc(O2)c1C=CC2(C)C
1981,c(c4)(CC=C(C)C)c(cc(c43)OC(=CC3=O)c(c1)cc(C=2)c(OC(C2)(C)C)c1)O
1986,c(C(=C2)Oc(c3CC=C(C)C)c(c(cc3CC=C(C)C)OC)C2=O)(c1)cccc1
1991,c(c4OC)(OC)cc(O1)c(c4)C(C3=O)(C(Oc(c23)cc(OC)cc2O)C1O)O
1996,c(c3OC)c(O1)c(c(c3OC)O)C(C(=C1c(c(O)2)cc(O)c(OC)c2)OC)=O
2001,O(C(c(c3)cc(OC)c(OC)c3)=2)c(c1O)c(C(C2O)=O)c(c(c1OC)OC)O
2006,c(c(C(O2)=C(C(c(c(O)3)c2c(c(OC)c3)OC)=O)OC)1)(O)cc(O)c(OC)c1
2011,c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c(O)3)c2c(c(OC)c3)OC)=O)OC)c1
2016,O(C(c(c3)cc(OC)c(O)c3)=1)c(c2OC)c(c(c(c2O)OC)O)C(C1OC)=O
2021,c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c(O)2)cc(OC)c(OC)c2)OC)=O
2026,c(c1OC)(O)cc(c(C2=O)c(OC(c(c3)cc(c(OC)c(O)3)OC)=C2OC)1)O
2031,c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c(OC)2)cc(O)c(OC)c2)OC)=O
2036,c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(OC)c(O)2)OC)OC)=O
2041,c(c1OC)c(O2)c(C(C(=C2c(c3)cc(c(OC)c(O)3)OC)O)=O)c(c1OC)O
2046,c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(c(OC)2)O)OC)OC)=O
2051,c(c3OC)c(O1)c(c(c3OC)O)C(C(=C1c(c2)cc(c(OC)c(O)2)O)OC)=O
2056,c(c(OC)1)(OC)cc(C(O2)=C(C(c(c3O)c2cc(c3O)OC)=O)OC)cc1O
2061,O(C(c(c3)cc(O)c(OC)c3)=2)c(c1OC)c(C(C2O)=O)c(c(c1OC)OC)O
2066,O(C(c(c3)c(O)cc(O)c3)=1)c(c2OC)c(c(c(c2OC)OC)O)C(C1OC)=O
2071,O(C(c(c3)cc(O)c(OC)c3)=1)c(c2OC)c(c(c(c2OC)O)O)C(C1OC)=O
2076,c(c3O)(OC)cc(O1)c(c3O)C(C(=C1c(c(OC)2)cc(O)c(OC)c2)OC)=O
2081,c(C(O2)=C(C(c(c3O)c2c(c(c3OC)OC)OC)=O)OC)(c1)cc(O)c(O)c1
2086,O(C(c(c3)cc(O)c(OC)c3)=1)c(c2OC)c(c(c(c2O)OC)O)C(C1OC)=O
2091,O(C(c(c3)cc(OC)c(O)c3)=2)c(c1OC)c(C(C2O)=O)c(c(c1OC)OC)O
2096,c(c(OC)1)(OC)cc(C(O2)=CC(c(c3O)c2c(c(c3OC)O)OC)=O)cc1O
2101,c(c(C(O2)=CC(c(c3O)c2c(c(c3OC)OC)OC)=O)1)(O)cc(O)c(OC)c1
2106,c(OC)(c(O)1)c(O)cc(C(O2)=CC(c(c3O)c2c(c(c3OC)OC)OC)=O)c1
2111,COc(c3OC)cc(c(c3OC)2)CC(CO2)c(c1=O)cc(c(c1OC)OC)=O
2116,C(O1)(Oc(c4)c(c(cc(O)4)3)CCC(O3)c(c2)ccc(O)c2)C(O)C(C(O)C1)O
2121,c(c4)c(ccc4)C(c12)=CC(=O)Oc(c(C=3)c(OC(C3)(C)C)c(C(=O)C(C)C)c(O)2)1
2126,C(=O)(C=3)Oc(c21)c(C(c(c4)cccc4)3)c(c(c1OC(C=C2)(C)C)C(=O)CCC)O
2131,CC(C)=CCc(c2)c(O1)c(cc2C(C4)Oc(c(C4=O)3)cc(O)cc3)C=CC1(C)C
2136,c(c4)(CC=C(C)C)c(cc(c43)OC(CC3=O)c(c1)cc(C=2)c(OC(C2)(C)C)c1)O
2141,c(O2)(c1C(CC2c(c4)ccc(c43)OC(C=C3)(C)C)=O)c(CC=C(C)C)c(cc1)O
2146,C(=CCc(c1O)cc(C(C4)Oc(c32)c(C4=O)ccc2OC(C=C3)(C)C)cc1)(C)C
2151,c(CC=C(C)C)(c(O)2)c(O1)c(c(O3)c(C(CC3c(c4)cccc4)=O)2)C=CC1(C)C
2156,C(C)(C)(O2)C(C5)([H])C(c13)(CC(C)(C5)Oc(cc(O)c(C(=O)C=Cc(c4)cccc4)c23)1)[H]
2161,c(c(O)1)(C(C3)COc(c54)c3ccc4OC(C)(C)C=C5)ccc(O2)c1C=CC(C)(C)2
2166,CC(C)=CCc(c23)cc(cc2C=CC(C)(C)O3)C=CC(=O)c(c1O)ccc(c1)O
2171,C(C=Cc(c3)cc(c(O)c3)CC=C(C)C)(=O)c(c1O)ccc(O2)c1C=CC2(C)C
2176,Oc(c3)ccc(c3)C=CC(c(c2)c(c(c(c2)1)C=CC(CCC=C(C)C)(O1)C)O)=O
2181,CC(C)=CCc(c1O)c(O)ccc(C(=O)C=Cc(c2)ccc(O3)c2C=CC3(C)C)1
2186,O(C(C)(C)6)c(c(CC6)1)cc(O5)c(C(C(C5)2)Oc(c34)c2ccc3OC(C)(C)C=C4)c1
2191,C(C25)(c(c4O5)ccc(c43)OC(C)(C)C=C3)COc(c21)cc(O)c(c1)CC=C(C)C
2196,O(C5)c(c1C(C52)Oc(c34)c(ccc3OC(C)(C)C=C4)2)c(c(O)cc1)CC=C(C)C
2201,Oc(c4)c(CC=C(C)C)c(c1c4)oc(c32)c1COc2cc(O)c(c3)CC=C(C)C
2206,c(c23)c(c1cc2OC(c45)C(COc4c(c(O)cc5)CC=C(C)C)3)C=CC(C)(C)O1
2211,c(c1)(CC=C(C)C)c(cc(O2)c1C(C=C2c(c3)ccc(c3CC=C(C)C)O)=O)O
2216,c(c1O)c(c(c(c(C(=O)C=Cc(c2)ccc(OC)c2)1)OC)Br)OC
2221,O(C(c(c3)cc(O)c(O)c(O)3)=1)c(c2OC)c(c(c(c2O)OC)O)C(C1OC)=O
2226,c(c4)(ccc(c4)C(=C(O)3)Oc(c2C3=O)c(c(cc(O)2)O)Cc(c1)ccc(c1)O)O
2231,c(c3)(c2c(c(C(=C4)C(=O)C(O)=C(O4)C)c3OC)O)OC(=CC(=O)2)c(c1)cccc1
2236,c(OC)(c3)c(C(C(=O)4)=CC(C)(C)O4)c(c(c(OC)3)2)OC(=CC(=O)2)c(c1)cccc1
2241,c(c51)c(c(OC)cc(OCC(=C45)Oc(c(C(=O)4)3)c(C=2)c(cc3)OC(C2)(C)C)1)OC
2246,CC(=O)OC(C(C)(C)1)C([H])(c23)C(Oc2ccc(C4=O)c3OC(c(c5)cccc5)=C4)([H])O1
2251,c(c51)c(c(OC)cc(OCC(=C45)Oc(c23)c(C(=O)4)ccc2OC(C(C)=C)C3)1)OC
2256,C(C21)(c(c43)c(ccc(C(C=C(c(c5)cccc5)O4)=O)3)O2)C(C(O1)(C)C)OC(C)=O
2261,C(C)(C)(O1)C(=O)C(c52)([H])C([H])(COc(cc(OC)c(c53)C(C=C(c(c4)cccc4)O3)=O)2)1
2266,O=C(O3)C=C(c(c32)c(c(C(=O)C(C)C)c(O)c(CC=C(C)C)2)O)c(c1)cccc1
2271,C(C(c(c(O)3)c(O)c(c1c3C=CC(C)C)C(c(c2)cccc2)=CC(O1)=O)=O)CC
2276,Oc(c3)c(ccc3)Cc(c1O)c(O)c(c(c1C(=O)CCc(c2)cccc2)OC)C
2281,C(C5)c(c(OC5(C)C)4)cc(cc4)C(O3)CC(=O)c(c23)cc(c(c2)1)CCC(C)(C)O1
2286,C(=C(C)C)Cc(c12)c(OCC=C(C)C)cc(O)c1C(=O)CC(c(c3)cccc3)O2
2291,C(C=Cc(c3OCC=C(C)C)c(O1)c(cc3)C(=O)CC(c(c2)cccc2)1)(C)(C)O
2296,c(c1)(C(O2)CC(c(c3)c(c(CC=C(C)C)c(c3)O)2)=O)cc(c(c1)O)CC=C(C)C
2301,c(CC=C(C)C)(c(O)3)cc(c1c3CC=C(C)C)C(CC(c(c2)ccc(c2)O)O1)=O
2306,c(O2)(c1C(CC2c(c4)ccc(c43)OC(CC3)(C)C)=O)c(CC=C(C)C)c(cc1)O
2311,c(c(CC=C(C)C)1)(O2)c(C(CC(c(c3)cccc3)2)=O)c(O)c(CC=C(C)C)c1O
2316,C(=C(C)CCC=C(C)C)Cc(c31)c(ccc(C(CC(O3)c(c2)ccc(c2)O)=O)1)O
2321,Oc(c3)c(C(C4C(C)C)C=C(C)CC4)c(O)c(c31)C(=O)CC(c(c2)cccc2)O1
2326,c(C(C3)Oc(c(CC=C(C)CCC=C(C)C)2)c(C(=O)3)c(cc(O)2)O)(c1)cccc1
2331,C(C3=O)C(Oc(c32)cc(OCC=C(CCC=C(C)C)C)cc2O)c(c1)cccc1
2336,C(c(c4O)c(O)c(cc4)C(C1)(COc(c23)c(ccc(OC(C=C3)(C)C)2)1)[H])C=C(C)C
2341,Oc(c1)cc(O2)c(C(=O)CC2c(c3)cc(c(O)c(CC=C(C)C)3)CC=C(C)C)c1
2346,O=C(c(c(O)2)c(cc(c(C(C3C(C)C)C=C(C)CC3)2)O)O)C=Cc(c1)cccc1
2351,Oc(c1)c(C(C=Cc(c2)cccc2)=O)c(O)c(CC=C(C)CCC=C(C)C)c(O)1
2356,c(c1C=CC(=O)c(c2O)ccc(c2)O)c(CC=C(C)C)c(O)c(c1)CC=C(C)C
2361,C(=O)(C=Cc(c2)ccc(O)c2)c(c(O)1)ccc(O)c1CC=C(C)CCC=C(C)C
2366,C(C)(C)=CCc(c1O)c(c(CC=C(C)C)cc1C(C=Cc(c2)ccc(O)c2)=O)O
2371,C(=Cc(c2)cc(c(O)c2)CC=C(C)C)C(=O)c(c(O)1)ccc(O)c(CC=C(C)C)1
2376,C(=C(C)C)CCC(=CCOc(c2)cc(O)c(c2)C(=O)C=Cc(c1)ccc(O)c1)C
2381,Oc(c1)c(C=CC(=O)c(c2)c(O)c(c(c2)CC=C(C)CCC=C(C)C)O)ccc1
2386,C(c(c3)ccc(O4)c3CCC4(C)C)=CC(=O)c(c1O)ccc(O2)c1CCC2(C)C
2391,c(O1)(c4)c(cc(c(O)4)C(=O)C=Cc(c2)ccc(O3)c2CCC3(C)C)CCC(C)(C)1
2396,c(O)(c(CC=C(C)C)2)cc(O)c(c2)C(=O)C=Cc(c1)cc(c(O)c1)CC=C(C)C
2401,Oc(c1)c(C(C=Cc(c2)cccc2)=O)c(O)c(CC=C(C)CCC=C(C)C)c(O)1
2406,Oc(c4)c(c(O1)c(c4)C(C2)C(c(c3)c(cc(O)c3)O2)1)CC=C(C)CCC=C(C)C
